,ch_1,ch_10,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_11,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_12,ch_120,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_2,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_3,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_4,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_5,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_6,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_7,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_8,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_9,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99
10,2896.0,44.0,0.0,128.0,546887808.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4373880624771118,3558.400146484375,4.853694915771484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13460.0,0.0,0.0,0.0,0.0,12880.0,0.007833600044250488,272.0,0.0,0.0,44368.0,4264960.0,43744.0,3840.0,128.0,0.0,0.0,9536.0,14720.0,0.0,-56.0,153196928.0,89408.0,3768.0,4816.0,179.12509155273438,11.793983459472656,74656.0,12046894.467625182,13352.0,256.0,4568.0,23284.0,22656.0,28236.0,12.0,0.0,0.0,0.0,12672.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.52352905273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,12704.0,-1248.0,-2016.0,0.0,23.222673416137695,512.0,33532.0,0.0,3456.0,89600.0,0.0
11,2896.0,44.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4556.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13448.0,0.0,0.0,25432.0,32288.0,12828.0,0.007833600044250488,272.0,0.0,2452.0,44688.0,4264960.0,43744.0,3840.0,128.0,0.0,0.0,9536.0,14988.0,0.0,-56.0,153166080.0,89536.0,3724.0,4816.0,179.12509155273438,11.793983459472656,74656.0,12046894.46780296,13352.0,256.0,4568.0,23256.0,22656.0,28236.0,12.0,0.0,0.0,0.0,12288.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.31649780273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1248.0,-2016.0,0.0,23.343767166137695,512.0,33532.0,0.0,3456.0,89600.0,8544.0
12,2896.0,44.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4556.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13448.0,0.0,0.0,25432.0,32288.0,12828.0,0.007833600044250488,272.0,0.0,2452.0,44688.0,4263936.0,43552.0,3840.0,128.0,0.0,0.0,9536.0,14900.0,0.0,-56.0,153166080.0,89408.0,3784.0,4816.0,179.12509155273438,12.723135948181152,72688.0,12046894.467980739,13300.0,256.0,4564.0,23228.0,22656.0,28256.0,12.0,0.0,0.0,0.0,12800.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.31649780273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1184.0,-1920.0,0.0,23.343767166137695,512.0,33524.0,0.0,3456.0,89600.0,8544.0
13,2896.0,32.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4552.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13424.0,0.0,0.0,25432.0,32288.0,12816.0,0.007833600044250488,272.0,0.0,2452.0,44624.0,4263936.0,43552.0,3840.0,128.0,0.0,0.0,9536.0,15200.0,0.0,-56.0,153135232.0,89280.0,3840.0,4816.0,179.12509155273438,12.723135948181152,72688.0,12046894.468158515,13300.0,256.0,4564.0,23228.0,22656.0,28256.0,12.0,0.0,0.0,0.0,13184.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.82431030273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1184.0,-1920.0,0.0,23.250017166137695,512.0,33524.0,0.0,3456.0,89600.0,8544.0
14,2896.0,32.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4552.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13424.0,0.0,0.0,25432.0,32288.0,12816.0,0.007833600044250488,272.0,0.0,2452.0,44624.0,4264960.0,43872.0,3840.0,128.0,0.0,0.0,9536.0,15360.0,0.0,-56.0,153135232.0,89328.0,3824.0,4816.0,179.12509155273438,12.723135948181152,74688.0,12046894.468336293,13336.0,256.0,4564.0,23192.0,22656.0,28256.0,28.0,0.0,0.0,0.0,13056.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.82431030273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1216.0,-1952.0,0.0,23.250017166137695,512.0,33516.0,0.0,3456.0,89600.0,8544.0
15,2896.0,64.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4552.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13380.0,0.0,0.0,25432.0,32288.0,12824.0,0.007833600044250488,288.0,0.0,2452.0,44736.0,4264960.0,43872.0,3840.0,128.0,0.0,0.0,9536.0,15308.0,0.0,-56.0,153104384.0,89536.0,3744.0,4816.0,179.12509155273438,12.723135948181152,74688.0,12046894.468514072,13336.0,256.0,4564.0,23284.0,22656.0,28256.0,28.0,0.0,0.0,0.0,12416.0,11174.400390625,22744.0,3136.0,0.0,365072220160.0,0.0,0.0,127.45321655273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1216.0,-1952.0,0.0,23.332048416137695,512.0,33516.0,0.0,3456.0,89600.0,8544.0
16,2896.0,64.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4552.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13380.0,0.0,0.0,25432.0,32288.0,12824.0,0.007833600044250488,288.0,0.0,2452.0,44736.0,4267008.0,43984.0,3840.0,128.0,0.0,0.0,9536.0,15040.0,0.0,-56.0,153104384.0,89296.0,3848.0,4816.0,179.12509155273438,12.723135948181152,72464.0,12046894.46869185,13368.0,256.0,4560.0,23256.0,22656.0,28280.0,40.0,0.0,0.0,0.0,13184.0,11008.0,22744.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.45321655273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1312.0,-2080.0,0.0,23.332048416137695,512.0,33508.0,0.0,3456.0,89600.0,8544.0
17,2896.0,32.0,0.0,128.0,546887808.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.4373880624771118,3558.400146484375,4.853694915771484,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4548.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13416.0,0.0,0.0,25432.0,32288.0,12832.0,0.007833600044250488,272.0,0.0,2452.0,44496.0,4267008.0,43984.0,3840.0,128.0,0.0,0.0,9536.0,15040.0,0.0,-56.0,153073536.0,89552.0,3748.0,4816.0,179.12509155273438,12.723135948181152,72464.0,12046894.468869627,13368.0,256.0,4560.0,23228.0,22656.0,28280.0,40.0,0.0,0.0,0.0,12544.0,11008.0,22744.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.45321655273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12704.0,-1312.0,-2080.0,0.0,23.230485916137695,512.0,33508.0,0.0,3456.0,89600.0,8544.0
18,2896.0,32.0,0.0,128.0,546887936.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.3748928308486938,3558.400146484375,4.85379695892334,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4548.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13416.0,0.0,0.0,25432.0,32288.0,12832.0,0.007833600044250488,272.0,0.0,2452.0,44496.0,4264960.0,43808.0,3840.0,128.0,0.0,0.0,9536.0,14916.0,0.0,-56.0,153073536.0,89680.0,3696.0,4816.0,179.12509155273438,12.64896011352539,73872.0,12046894.469047405,13316.0,256.0,4560.0,23228.0,22664.0,28312.0,24.0,0.0,0.0,0.0,12032.0,11008.0,22736.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.45321655273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12700.0,-1312.0,-2048.0,0.0,23.230485916137695,512.0,33500.0,0.0,3456.0,89600.0,8544.0
19,2896.0,52.0,0.0,128.0,546887936.0,0.0,-349.5,0.0,4.853693962097168,128.0,-31.0,1.3748928308486938,3558.400146484375,4.85379695892334,4.853796005249023,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4548.0,10612.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13448.0,0.0,0.0,25432.0,32288.0,12880.0,0.007833600044250488,272.0,0.0,2452.0,44464.0,4264960.0,43808.0,3840.0,128.0,0.0,0.0,9536.0,14616.0,0.0,-56.0,153042688.0,89568.0,3744.0,4816.0,179.12509155273438,12.64896011352539,73872.0,12046894.469225183,13316.0,256.0,4560.0,23164.0,22656.0,28312.0,24.0,0.0,0.0,0.0,12416.0,11008.0,22736.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.52352905273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12700.0,-1312.0,-2048.0,0.0,23.257829666137695,512.0,33500.0,0.0,3456.0,89600.0,8544.0
20,2896.0,52.0,0.0,128.0,546887936.0,0.0,-349.5,0.0,4.853796005249023,128.0,-31.0,1.3748928308486938,3558.400146484375,4.85379695892334,4.853893756866455,0.0,1232.078857421875,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4548.0,10604.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13448.0,0.0,0.0,25440.0,32280.0,12880.0,0.007833600044250488,272.0,0.0,2456.0,44464.0,4265984.0,43840.0,3840.0,128.0,0.0,0.0,9536.0,14668.0,0.0,-56.0,153042688.0,89536.0,3760.0,4816.0,179.12509155273438,12.64896011352539,74464.0,12046894.46940296,13352.0,256.0,4556.0,23256.0,22656.0,28316.0,12.0,0.0,0.0,0.0,12544.0,11008.0,22736.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.52352905273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12700.0,-1088.0,-1984.0,0.0,23.257829666137695,512.0,33492.0,0.0,3456.0,89600.0,8544.0
21,2896.0,52.0,0.0,128.0,546887936.0,0.0,-349.5,0.0,4.853796005249023,128.0,-31.0,1.3748928308486938,3558.400146484375,4.85379695892334,4.853893756866455,0.0,1254.080322265625,0.0,16640.0,0.0,257.0164489746094,1280.0819091796875,256.0163879394531,128.0,1310.4161376953125,4544.0,10604.0,0.0,0.0,0.0,0.0,0.0,0.0,1010176.0,260.7503967285156,8372224.0,0.0,2044.003173828125,2044.003173828125,0.0,0.0,0.0,0.0,0.0,246.62538146972656,0.0,13416.0,0.0,0.0,25440.0,32280.0,12852.0,0.007833600044250488,272.0,0.0,2456.0,44768.0,4265984.0,43840.0,3840.0,128.0,0.0,0.0,9536.0,14880.0,0.0,-56.0,153042688.0,89680.0,3704.0,4816.0,179.12509155273438,12.64896011352539,74464.0,12046894.469580738,13352.0,256.0,4556.0,23256.0,22664.0,28316.0,12.0,0.0,0.0,0.0,12032.0,11008.0,22736.0,6233.60009765625,0.0,365072220160.0,0.0,0.0,127.52352905273438,1280.0,0.0,0.0,0.0,0.0,0.0,128.0,4736.0,384.0,0.0,3968.0,0.0,0.0,14.788352012634277,0.0,12700.0,-1088.0,-1984.0,0.0,23.363298416137695,512.0,33492.0,0.0,3456.0,89600.0,8544.0
